UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene stable ID
	D6RF27	ENSG00000174796
Q9UBD0	A0A140VK21	ENSG00000171116
P17030		ENSG00000175395
P20265		ENSG00000184486
O00358		ENSG00000178919
Q15935		ENSG00000175691
O43638		ENSG00000179772
Q16587		ENSG00000185252
	B5MDQ6	ENSG00000185252
	C9J3V1	ENSG00000185252
	F8WDT0	ENSG00000185252
P19793	F1D8Q5	ENSG00000186350
	A0A5F9ZHH6	ENSG00000186350
	A0A3B3IS44	ENSG00000186350
Q06730		ENSG00000189180
	Q9H5I4	ENSG00000189180
	A0A0A0MR11	ENSG00000189180
	A0A0A0MRS1	ENSG00000189180
Q96NB3		ENSG00000198783
	J3QQQ3	ENSG00000198783
Q9H4Z2		ENSG00000198026
Q8N859		ENSG00000178665
	F8WD84	ENSG00000178665
	A0A8I5JYA4	ENSG00000178665
P16415		ENSG00000197933
	C9J2N8	ENSG00000197933
	K7EN93	ENSG00000197933
	C9JU45	ENSG00000197933
Q8IYI8		ENSG00000171295
	C9JG89	ENSG00000171295
	C9JV94	ENSG00000171295
	K7EJ55	ENSG00000171295
	C9J3D9	ENSG00000171295
	A0A0A0MSF7	ENSG00000197044
Q8N8Z8		ENSG00000197044
Q92753	Q58EY0	ENSG00000198963
Q92753	A0A1L4FMK7	ENSG00000198963
Q8N8L2		ENSG00000177599
	C9IYV0	ENSG00000177599
Q7Z5D8		ENSG00000205857
	A0A1W2PR93	ENSG00000205857
Q96JP5	A0A024R4Z1	ENSG00000186660
	H3BP11	ENSG00000178573
O75444		ENSG00000178573
O60678		ENSG00000185238
	E9PLF6	ENSG00000185238
	E9PRB4	ENSG00000185238
A4D1E1		ENSG00000182348
	A0A087WUA7	ENSG00000182348
Q9UI36		ENSG00000276644
	A0A994J7Q8	ENSG00000276644
	A0A994J5V6	ENSG00000276644
Q99958		ENSG00000176692
A6NHT5		ENSG00000188620
	K7EJ27	ENSG00000198551
Q7L945		ENSG00000198551
	K7ELG4	ENSG00000198551
	K7EKY8	ENSG00000198551
	F5H032	ENSG00000196152
	A0A087X2B0	ENSG00000196152
Q15937		ENSG00000196152
Q15784		ENSG00000171532
	I3L3M0	ENSG00000184939
	I3L0T2	ENSG00000184939
	I3L1L4	ENSG00000184939
Q8TF47		ENSG00000184939
	J3QKQ8	ENSG00000184939
	H3BVC6	ENSG00000184939
	H3BMI1	ENSG00000184939
	I3L2Q3	ENSG00000184939
	I3L0X7	ENSG00000184939
		ENSG00000250709
	A0A3B3IRZ6	ENSG00000184677
	B1AKC8	ENSG00000184677
Q9NUA8		ENSG00000184677
	F8WAI8	ENSG00000184677
	A0A1B0GTK2	ENSG00000187772
	A0A1B0GVD3	ENSG00000187772
Q6ZN17		ENSG00000187772
Q5TA89		ENSG00000197921
Q69YI7	A0A024R887	ENSG00000171169
Q9H0W7		ENSG00000173451
	F8VW94	ENSG00000173451
	F8VYP5	ENSG00000173451
	F8W1B8	ENSG00000173451
	C9J5W8	ENSG00000227124
Q9BY31		ENSG00000227124
	C9JVC3	ENSG00000227124
	C9J8I7	ENSG00000227124
	E5RKB3	ENSG00000227124
	A0A494C0E0	ENSG00000197134
	M0R321	ENSG00000197134
	M0QXX9	ENSG00000197134
	M0R0N1	ENSG00000197134
Q9Y2Q1		ENSG00000197134
	M0QYA6	ENSG00000197134
A6NN14		ENSG00000196350
Q9P255		ENSG00000229676
Q9UD57		ENSG00000229544
Q9Y5Q3		ENSG00000204103
Q8N7Q3		ENSG00000196109
	A0A3B3ITU2	ENSG00000196109
	M0R279	ENSG00000176678
Q12952		ENSG00000176678
Q6P2D0		ENSG00000184517
	H3BM94	ENSG00000184517
	H3BV40	ENSG00000184517
	J3KNQ1	ENSG00000184517
	M0QXU1	ENSG00000197372
	M0R1X5	ENSG00000197372
	M0R3G8	ENSG00000197372
Q8TD23		ENSG00000197372
	M0R373	ENSG00000197372
	M0R1W1	ENSG00000197372
	M0R3E4	ENSG00000197372
	M0QXM7	ENSG00000197372
Q02080	A0A024R7K5	ENSG00000213999
Q02080	A0A024R7N0	ENSG00000213999
	B3KQ23	ENSG00000213999
	C9J4J4	ENSG00000213999
	B8ZZJ5	ENSG00000213999
Q9BT49		ENSG00000184436
	M0QZN7	ENSG00000196705
	M0QZG4	ENSG00000196705
	M0QXY3	ENSG00000196705
Q8TF32	A0A024R7Q8	ENSG00000196705
	M0R1H8	ENSG00000196705
A6NK75		ENSG00000197360
	M0QZS3	ENSG00000197360
	M0QZH9	ENSG00000197360
	M0R243	ENSG00000197360
P17019		ENSG00000182141
	M0R2V2	ENSG00000182141
	M0QYN4	ENSG00000182141
	M0R1G3	ENSG00000182141
	M0QYI4	ENSG00000183850
Q6ZMV8		ENSG00000183850
	M0QYG2	ENSG00000183850
P0DKX0		ENSG00000269067
	M0QZ07	ENSG00000269067
Q8NAP8		ENSG00000273274
Q9P2J8		ENSG00000197566
	J3QKY7	ENSG00000197566
	C9J5H1	ENSG00000197566
Q8NFJ8		ENSG00000180828
Q9C0G0		ENSG00000215421
	A0A087WYH1	ENSG00000215421
	A0A087WV78	ENSG00000215421
P24468		ENSG00000185551
P24468	F1D8R0	ENSG00000185551
	H3BTC2	ENSG00000185551
Q6ZQN5		ENSG00000186766
P13631	A8K3H3	ENSG00000172819
P13631	F1D8P1	ENSG00000172819
P13631		ENSG00000172819
	H3BMK1	ENSG00000172819
	H3BMY6	ENSG00000172819
	H3BMH6	ENSG00000172819
Q8WW38		ENSG00000169946
	E7ET52	ENSG00000169946
	E5RJX0	ENSG00000169946
Q96MN9		ENSG00000265763
Q7Z6K1		ENSG00000177683
	C9JIH7	ENSG00000177683
Q9Y2K7		ENSG00000173120
Q9Y2K7	I3VM53	ENSG00000173120
	I3VM54	ENSG00000173120
Q15699	V9HWA7	ENSG00000180318
P98177		ENSG00000184481
Q9BXA9		ENSG00000256463
Q9BXA9	A0A384MEH2	ENSG00000256463
	I3L3L8	ENSG00000256463
O75564		ENSG00000234616
	A0A087WZD9	ENSG00000234616
Q04743		ENSG00000170370
	A0A087WWJ6	ENSG00000170370
Q5JT82		ENSG00000171872
	A0A0U1RR65	ENSG00000171872
Q9Y6X8		ENSG00000178764
	H0YKA3	ENSG00000178764
Q8N9K5		ENSG00000196357
	K7EL42	ENSG00000196357
	K7ESE2	ENSG00000196357
	F6VXT0	ENSG00000198815
Q9UPW0		ENSG00000198815
	C9JVP0	ENSG00000198815
	C9JXI1	ENSG00000198815
	H7C1Y6	ENSG00000198815
	M0R1M8	ENSG00000237440
O75373		ENSG00000237440
	M0R1D1	ENSG00000237440
	M0QZS4	ENSG00000237440
	M0R1M3	ENSG00000237440
B2RXF5		ENSG00000179627
A6NP11		ENSG00000182111
	A0A1D5RMQ3	ENSG00000176407
Q9P0J7		ENSG00000176407
	C9JSW5	ENSG00000176407
	C9J3I2	ENSG00000176407
Q8TCN5		ENSG00000168813
	B9EGE7	ENSG00000168813
	F8WCH7	ENSG00000221994
Q2M218		ENSG00000221994
	A0A087WXA8	ENSG00000221994
	A0A6E1WMD9	ENSG00000221994
	B2ZWG8	ENSG00000221994
	A0A0D9SER6	ENSG00000221994
	B2ZWG9	ENSG00000221994
O95416		ENSG00000168875
Q4G112		ENSG00000176160
O43361		ENSG00000186230
	C9J756	ENSG00000186230
	K7ERS3	ENSG00000197050
	K7ELF6	ENSG00000197050
	K7EJW2	ENSG00000197050
	K7EPG0	ENSG00000197050
Q8TAQ5		ENSG00000197050
	K7EQC9	ENSG00000197050
	K7ESJ1	ENSG00000197050
Q9BX82	A0A024R4Q9	ENSG00000196263
Q9BX82		ENSG00000196263
	K7EPX1	ENSG00000196263
Q8NHY6		ENSG00000196867
	K7EL00	ENSG00000196867
Q6ECI4		ENSG00000197016
	M0R0Q6	ENSG00000197016
	M0R2Y9	ENSG00000197016
Q96GC6		ENSG00000171606
	A0A0A0MR47	ENSG00000171606
	M0QY30	ENSG00000171606
	M0QXW4	ENSG00000171606
Q15916		ENSG00000186130
Q9HCK0		ENSG00000171448
O15370		ENSG00000177732
Q7RTU3		ENSG00000177468
Q96N58		ENSG00000258405
	M0QZV4	ENSG00000258405
Q8N5A5	A0A0S2Z5X3	ENSG00000197114
Q8N5A5		ENSG00000197114
	X6RGY1	ENSG00000197114
Q3C1V8		ENSG00000188909
	A0A6Q8PGV7	ENSG00000196233
	A0A6Q8PGL8	ENSG00000196233
	A0A6Q8PFV7	ENSG00000196233
	A0A6Q8PG83	ENSG00000196233
	A0A6Q8PFF1	ENSG00000196233
	A0A6Q8PFM9	ENSG00000196233
Q96JN0		ENSG00000196233
	A0A6Q8PFM6	ENSG00000196233
	A0A6Q8PG71	ENSG00000196233
	A0A6Q8PH28	ENSG00000196233
	A0A6Q8PGP3	ENSG00000196233
	A0A6Q8PG56	ENSG00000196233
	A0A6Q8PFQ9	ENSG00000196233
	A0A6Q8PGQ5	ENSG00000196233
	A0A6Q8PGR8	ENSG00000196233
	A0A6Q8PGD6	ENSG00000196233
	A0A6Q8PHQ4	ENSG00000196233
Q9NRM2		ENSG00000198839
	E7EW13	ENSG00000198839
	C9J3B6	ENSG00000198839
	F8WBE4	ENSG00000198839
	C9JH62	ENSG00000198839
	G5E9M4	ENSG00000198839
	H7C460	ENSG00000198839
Q16559		ENSG00000186051
	H0Y6F5	ENSG00000174306
Q9H4I2		ENSG00000174306
	H0YNY7	ENSG00000174306
	H0YLR4	ENSG00000174306
	F6UQN6	ENSG00000174306
	A0A0A0MSU5	ENSG00000174306
	A0A0A0MST6	ENSG00000174306
	F6UBH9	ENSG00000174306
	H3BS19	ENSG00000225614
Q96JG9		ENSG00000225614
Q96MM3		ENSG00000179059
Q7RTU7		ENSG00000260428
	E9PMQ6	ENSG00000185122
Q00613		ENSG00000185122
	A0A087WXG6	ENSG00000185122
	E9PI02	ENSG00000185122
	A0A087X1F9	ENSG00000185122
	A0A087WWQ3	ENSG00000185122
Q99743	A2I2P5	ENSG00000170485
	H7C0Z2	ENSG00000170485
	H7BZA3	ENSG00000170485
	H7C0J4	ENSG00000170485
	H7BZY5	ENSG00000170485
	H7C080	ENSG00000170485
Q9BWW7		ENSG00000261678
Q96JB3		ENSG00000169635
	A0A0D9SEJ8	ENSG00000275004
Q86YH2		ENSG00000275004
P59817		ENSG00000169548
P17676		ENSG00000172216
Q6ZNB6		ENSG00000170448
P51508		ENSG00000197779
	B1AJV1	ENSG00000197779
	B1AJV2	ENSG00000197779
Q9UDV6	A0A090N8N3	ENSG00000170260
	F2Z3G9	ENSG00000170260
	H7C5A9	ENSG00000170260
	H7C589	ENSG00000170260
Q9ULX9		ENSG00000185022
	B0QY71	ENSG00000185022
	B0QY70	ENSG00000185022
Q6DJT9	A0A024R7Z0	ENSG00000181690
Q6DJT9		ENSG00000181690
	M0QZW5	ENSG00000170608
P55318	A0A024R0R3	ENSG00000170608
Q86VE0		ENSG00000176182
P48431	A0A0U3FYV6	ENSG00000181449
Q6ZMS7		ENSG00000204946
	F2Z3H5	ENSG00000171469
	A8KAD9	ENSG00000171469
Q8N587		ENSG00000171469
	F8W7U5	ENSG00000171469
	C9IZJ4	ENSG00000171469
	F8WAU2	ENSG00000171469
	F8WBU1	ENSG00000171469
	C9J7U2	ENSG00000171469
	C9JQP3	ENSG00000171469
Q6V9R5	A0A024R7A3	ENSG00000171466
Q6V9R5		ENSG00000171466
	K7EIE6	ENSG00000171466
	K7EN01	ENSG00000171466
	K7EQZ2	ENSG00000171466
	K7ENE4	ENSG00000171466
	K7ELE4	ENSG00000171466
	A0A0G2JLJ0	ENSG00000171466
Q6ZMW2		ENSG00000196597
	C9J9Y8	ENSG00000196597
	F8WEU9	ENSG00000196597
Q9NU63	A0A1U9X8V5	ENSG00000204644
	A0A7I2S1M6	ENSG00000204644
	M0R2C3	ENSG00000178935
Q9H707		ENSG00000178935
	M0QZ81	ENSG00000178935
	A0A494C1I7	ENSG00000269343
	M0R1N2	ENSG00000269343
E7ETH6		ENSG00000269343
	M0QY62	ENSG00000269343
Q96SQ5		ENSG00000198466
	M0R267	ENSG00000173480
Q8TAU3		ENSG00000173480
	M0R230	ENSG00000173480
	M0R178	ENSG00000173480
	M0R0M6	ENSG00000173480
	M0R0V5	ENSG00000173480
	M0QXH9	ENSG00000173480
	K7ERD5	ENSG00000181007
Q8N141	D3Y299	ENSG00000181007
Q3ZCT1		ENSG00000254004
	K7EL49	ENSG00000186020
	K7ES80	ENSG00000186020
Q6P280		ENSG00000186020
	A0A0C4DFR4	ENSG00000186020
	K7EKM0	ENSG00000186020
	K7ESA1	ENSG00000186020
	K7ELR0	ENSG00000186020
Q96IS3		ENSG00000173976
A8MTY0		ENSG00000196081
	M0R3J2	ENSG00000196081
	M0R0Z7	ENSG00000196081
P17038	A0A024R7P7	ENSG00000198521
P17038		ENSG00000198521
	M0QYJ6	ENSG00000198521
	M0R0T7	ENSG00000198521
	M0R3D5	ENSG00000198521
	M0QXI2	ENSG00000198521
	A0A087WSW2	ENSG00000198521
Q7RTU0		ENSG00000261787
	E9PJ46	ENSG00000181135
	E9PNV7	ENSG00000181135
	E9PKX4	ENSG00000181135
	E9PQ20	ENSG00000181135
	E9PPS7	ENSG00000181135
Q96C28		ENSG00000181135
	A0A2R8YE36	ENSG00000181135
	E9PHZ0	ENSG00000181135
	E9PP66	ENSG00000181135
	E9PS67	ENSG00000181135
O43435	D9ZGG0	ENSG00000184058
O43435		ENSG00000184058
O43435	Q152R5	ENSG00000184058
	A0A7P0Z4A3	ENSG00000184058
	A0A8V8TR38	ENSG00000184058
	A0A3B3IS18	ENSG00000184058
Q9UDV7	A0A090N8Y3	ENSG00000170265
Q9UDV7		ENSG00000170265
	K7ERG6	ENSG00000175322
	K7EJG2	ENSG00000175322
Q8TB69		ENSG00000175322
Q8TD17	A0A090N8F2	ENSG00000197024
Q8TD17	A0A090N7S8	ENSG00000197024
	K7EN80	ENSG00000196967
Q6P3V2		ENSG00000196967
	A0A0C4DFY4	ENSG00000196967
	K7ELR3	ENSG00000196967
Q52M93		ENSG00000245680
	F2Z3L4	ENSG00000245680
	K7EL12	ENSG00000245680
	K7EPG8	ENSG00000245680
	E9PNT4	ENSG00000245680
	K7EP93	ENSG00000245680
	E9PQ00	ENSG00000245680
P98169		ENSG00000198455
	A0A6Q8PGG8	ENSG00000237765
	A0A6Q8PFA1	ENSG00000237765
	A0A6Q8PG77	ENSG00000237765
	D6RAC6	ENSG00000237765
P0CF97		ENSG00000237765
Q3KQV3		ENSG00000180884
	S4R3B8	ENSG00000180884
P98168		ENSG00000198205
Q6ZSZ6		ENSG00000179981
	H0YN23	ENSG00000179981
	H0YKA1	ENSG00000179981
P55771	Q2L4T1	ENSG00000198807
	A0A669KBA7	ENSG00000198807
Q9UBD0	A0A140VK21	ENSG00000268738
P51815		ENSG00000186376
Q6P9G9		ENSG00000173275
	H0YKZ5	ENSG00000188095
Q0VG99		ENSG00000188095
Q8NAF0		ENSG00000218891
	K7EJF4	ENSG00000218891
Q96SL8		ENSG00000179943
	K7EJE2	ENSG00000179943
	K7ES33	ENSG00000179943
	K7ERP0	ENSG00000179943
	K7EQX6	ENSG00000179943
	K7EP10	ENSG00000171443
Q96C55		ENSG00000171443
Q8NCA9		ENSG00000179922
	K7EQ92	ENSG00000179922
	K7ERU0	ENSG00000213015
	K7EJ53	ENSG00000213015
Q9UK33		ENSG00000213015
	K7ENY2	ENSG00000213015
Q9P0T4		ENSG00000171425
	K7EM32	ENSG00000171425
Q9BYE0		ENSG00000179111
	J3KSH6	ENSG00000179111
Q9UC06		ENSG00000187792
	H3BQN5	ENSG00000176723
Q8N446		ENSG00000176723
Q8NB15		ENSG00000198546
	M0QXR6	ENSG00000187187
	M0QZB2	ENSG00000187187
	A0A494C1I4	ENSG00000187187
	M0QXH5	ENSG00000187187
Q86UE3		ENSG00000187187
	M0QY24	ENSG00000187187
	M0R292	ENSG00000187187
Q32M78		ENSG00000196110
Q96MR9		ENSG00000198028
	F5GZQ5	ENSG00000198440
Q96ND8		ENSG00000198440
	I3L0C4	ENSG00000198440
P41161		ENSG00000244405
	H7C1D2	ENSG00000244405
	C9JMF0	ENSG00000244405
	C9J0Z2	ENSG00000244405
	C9J5A5	ENSG00000244405
	C9JR66	ENSG00000244405
	A0A087WTK3	ENSG00000198105
	S4R340	ENSG00000198105
Q8NDW4	A2RUI7	ENSG00000198105
Q8NDW4		ENSG00000198105
	B1AL40	ENSG00000198105
	B1AL42	ENSG00000198105
Q8N7E2		ENSG00000175809
P20264		ENSG00000198914
A2RU54		ENSG00000188816
Q9NS56		ENSG00000197579
Q8N4W9		ENSG00000198482
	C9JVX0	ENSG00000198482
	C9J0J5	ENSG00000198482
	C9J871	ENSG00000198482
	C9IZE3	ENSG00000198482
Q12950		ENSG00000170122
	M0QYZ5	ENSG00000213020
Q8N823		ENSG00000213020
	M0R1T1	ENSG00000213020
	M0QYR0	ENSG00000213020
	M0QXQ6	ENSG00000213020
	M0R2W3	ENSG00000213020
	A0A1W2PQH1	ENSG00000213020
	M0QXE4	ENSG00000213020
P17035		ENSG00000198538
	C9K0H3	ENSG00000198538
	M0R0U4	ENSG00000198538
	M0QXU3	ENSG00000198538
	F8WBV3	ENSG00000198538
	M0R1S7	ENSG00000171649
	F5H435	ENSG00000171649
	M0QYQ8	ENSG00000171649
	M0QYP0	ENSG00000171649
Q3SY52		ENSG00000171649
	X6R413	ENSG00000171649
	M0R246	ENSG00000213762
P52741		ENSG00000213762
	M0QXC7	ENSG00000213762
Q8NB42		ENSG00000189164
	Q0P6G1	ENSG00000189164
	K7ES26	ENSG00000189164
	K7ENX6	ENSG00000189164
	A0A0A0MRD3	ENSG00000189164
	K7ELI5	ENSG00000189164
Q8NF99		ENSG00000186812
	M0R288	ENSG00000186812
	Q96K65	ENSG00000186812
	K7ERU5	ENSG00000186812
	K7EIM5	ENSG00000186812
Q5MCW4	A0A024R0G4	ENSG00000196437
	K7ELU1	ENSG00000196437
Q5MCW4		ENSG00000196437
	K7EKE0	ENSG00000196437
	K7ENQ2	ENSG00000196437
	K7EJ12	ENSG00000196437
	A0A0C4DGV0	ENSG00000186814
Q86W11		ENSG00000186814
	C9JCM2	ENSG00000186814
	M0QZP2	ENSG00000186814
	M0R1Y0	ENSG00000186814
	M0QZC3	ENSG00000186814
	K7ERA9	ENSG00000186814
	K7EPB0	ENSG00000186814
Q8NDQ6		ENSG00000171817
	K7EQ46	ENSG00000171817
	K7EK80	ENSG00000171817
	K7ER55	ENSG00000171817
P17028		ENSG00000172466
	K7EPL1	ENSG00000172466
	K7EPZ8	ENSG00000172466
	K7EQP8	ENSG00000172466
Q96N95		ENSG00000186496
	K7ERR8	ENSG00000186496
	K7EK38	ENSG00000186496
Q96SK3		ENSG00000198182
	K7ELX6	ENSG00000198182
	K7EN48	ENSG00000198182
	K7ESQ1	ENSG00000198182
O96006	A0A024RBU4	ENSG00000214717
	C9JXP4	ENSG00000214717
A6NM28		ENSG00000189420
Q6ZNG2		ENSG00000185610
Q2M3X9		ENSG00000251192
	E5RHV3	ENSG00000251192
	A0A804HHU7	ENSG00000251192
	A0A087X1P4	ENSG00000198185
Q9HCZ1		ENSG00000198185
	A0A0B4J1Y0	ENSG00000198185
	Q8N3P8	ENSG00000198185
	M0R3E1	ENSG00000198185
P15407	A0A0S2Z595	ENSG00000175592
P15407		ENSG00000175592
	E9PPX2	ENSG00000175592
	E9PKL5	ENSG00000175592
	E9PQT6	ENSG00000175592
	E9PNC7	ENSG00000175550
	C9JCC6	ENSG00000175550
Q14919		ENSG00000175550
	E9PMW2	ENSG00000175550
	E9PQX9	ENSG00000175550
	F5H0R3	ENSG00000256223
	F5H311	ENSG00000256223
P21506		ENSG00000256223
	F5GZ75	ENSG00000256223
	F8WD46	ENSG00000256223
	C9J3R7	ENSG00000198556
	C9J487	ENSG00000198556
Q5FWF6		ENSG00000198556
	C9JUE3	ENSG00000198556
	F8WEN0	ENSG00000198556
Q8N720		ENSG00000197343
	C9J0V9	ENSG00000197343
	C9J9R2	ENSG00000197343
	F8WE52	ENSG00000197343
	F8WEB1	ENSG00000197343
	F8WDU5	ENSG00000197343
	C9JNK1	ENSG00000197343
	F8WCS2	ENSG00000197343
	C9JS03	ENSG00000197343
	C9JUB9	ENSG00000197343
	C9IYG2	ENSG00000197343
Q6NSZ9		ENSG00000197037
	C9K079	ENSG00000197037
	A0A0C4DFN0	ENSG00000197037
P51504		ENSG00000174255
Q9Y330		ENSG00000204366
Q96T92		ENSG00000168348
P17039		ENSG00000168661
	V9GYJ2	ENSG00000168661
	M0QZY2	ENSG00000213096
	Q7Z2R1	ENSG00000213096
O75437		ENSG00000213096
	M0R2X5	ENSG00000213096
	A0A087X0A2	ENSG00000213096
	F5H2M4	ENSG00000213096
	A0A087WZJ7	ENSG00000213096
Q8TF45		ENSG00000196724
	J3KQR4	ENSG00000196724
	M0QYW9	ENSG00000196724
	M0QX82	ENSG00000196724
	M0QXB3	ENSG00000196724
	M0R1R2	ENSG00000196724
	M0QX21	ENSG00000196724
	M0R0C0	ENSG00000197951
Q9NQZ8		ENSG00000197951
	K7EQY8	ENSG00000171827
	K7EP39	ENSG00000171827
Q96NI8		ENSG00000171827
	K7ENX9	ENSG00000171827
	K7EMF5	ENSG00000171827
	K7EP64	ENSG00000171827
Q12772	A0A024R1Q0	ENSG00000198911
	G3V0I8	ENSG00000198911
		ENSG00000198911
	H0Y7E5	ENSG00000198911
Q9Y2Y9	X5DNR2	ENSG00000169926
	H0YK05	ENSG00000169926
	H0YKM8	ENSG00000169926
Q16600		ENSG00000196793
	C9JV60	ENSG00000198298
Q8NCK3	A0A024R7T5	ENSG00000198298
P17041	A0A024R7T7	ENSG00000169740
Q5SXM1		ENSG00000181450
	V9GYU6	ENSG00000181450
	B1APK8	ENSG00000181450
Q9Y2L8		ENSG00000196652
	F8WBD4	ENSG00000196652
Q5JNZ3	A0A1U9X8W3	ENSG00000197935
Q9P1Z0		ENSG00000174282
Q8N100	F1T0H4	ENSG00000179774
E9PGG2		ENSG00000227059
	A0A6E1YDD0	ENSG00000227059
	A0A669KBG6	ENSG00000227059
Q14929		ENSG00000175787
	Q5SR55	ENSG00000175787
	Q7Z761	ENSG00000175787
	S4R440	ENSG00000175787
Q8TF39		ENSG00000173258
	Q6P088	ENSG00000173258
	Q5VZN3	ENSG00000173258
O15266	A0A024R385	ENSG00000185960
O15266		ENSG00000185960
Q6N021	A0A024RDF7	ENSG00000168769
	E7EQS8	ENSG00000168769
Q6N021	A0A158SIU0	ENSG00000168769
Q6N021		ENSG00000168769
	E7EPB1	ENSG00000168769
	D6RE87	ENSG00000168769
A6NCS4		ENSG00000180053
Q8NHW3		ENSG00000182759
	A0A087WVA2	ENSG00000274349
Q5TYW1		ENSG00000274349
	A0A087WZ36	ENSG00000274349
	A0A087X186	ENSG00000274349
	A0A087X0H1	ENSG00000274349
Q499Z4		ENSG00000171161
		ENSG00000171161
	D6RD56	ENSG00000171161
	D6RH11	ENSG00000171161
Q53EQ6		ENSG00000179886
O75123		ENSG00000183309
P22392	Q6FHN3	ENSG00000243678
	F6XY72	ENSG00000243678
Q9Y5R5	Q05C20	ENSG00000173253
Q9Y5R5		ENSG00000173253
	A0A0A0MR18	ENSG00000173253
	D6RF85	ENSG00000198740
Q9Y2D9		ENSG00000198740
	F2Z3A3	ENSG00000197472
Q8IW36		ENSG00000197472
	F6W2C3	ENSG00000197472
Q15270		ENSG00000235608
Q96IR2		ENSG00000213799
	E7EUL5	ENSG00000203326
Q8N782		ENSG00000203326
	J3KR62	ENSG00000203326
	E7ENB8	ENSG00000203326
	M0QZA4	ENSG00000203326
Q7L2R6	A0A024R4L8	ENSG00000196417
Q7L2R6		ENSG00000196417
	E9PDE6	ENSG00000196417
	D6RF03	ENSG00000196417
Q6ZN06		ENSG00000198346
	C9JZ01	ENSG00000198346
	E7EU70	ENSG00000198346
	F8WEZ5	ENSG00000169016
	Q2Z197	ENSG00000169016
O75461	A0A0S2Z3K8	ENSG00000169016
O75461		ENSG00000169016
O75461	Q53YM3	ENSG00000169016
	F8WC40	ENSG00000169016
	Q2Z196	ENSG00000169016
Q9BS34		ENSG00000277462
	E9PKP2	ENSG00000196150
	Q3B7J8	ENSG00000196150
	F6RA56	ENSG00000196150
P15622		ENSG00000196150
	E9PPG5	ENSG00000196150
	E9PL28	ENSG00000196150
	E9PQX5	ENSG00000196150
	E9PJU7	ENSG00000196150
Q8IVW6		ENSG00000179361
	H3BQ92	ENSG00000179361
P17020		ENSG00000170631
	E9PQV1	ENSG00000170631
	E9PNT9	ENSG00000170631
C9JLR9		ENSG00000188070
	A0A087X051	ENSG00000188070
	A0A087WU89	ENSG00000188070
	A0A087WZS6	ENSG00000188070
Q92784		ENSG00000205683
	F8W7T1	ENSG00000205683
Q16254		ENSG00000205250
	H3BMP3	ENSG00000205250
	H3BVE4	ENSG00000205250
	H3BTM3	ENSG00000205250
	I3L1B6	ENSG00000205250
Q99941		ENSG00000213676
Q99941	A0A1U9X796	ENSG00000213676
	H0Y7D7	ENSG00000213676
O15226	A3F769	ENSG00000186416
O15226		ENSG00000186416
	A0A8I5KX72	ENSG00000186416
P10243		ENSG00000185697
	E7EWZ1	ENSG00000185697
Q9H7B4		ENSG00000185420
	A8MXR1	ENSG00000185420
	B0QZA0	ENSG00000185420
	B0QZ88	ENSG00000185420
	B0QZ99	ENSG00000185420
	M0QXT4	ENSG00000196268
	M0R1U0	ENSG00000196268
	M0QY95	ENSG00000196268
Q6ZR52		ENSG00000196268
		ENSG00000185670
	A0A6E1W9L1	ENSG00000185670
Q9H5J0	A0A024R5A6	ENSG00000185670
	E9PPE9	ENSG00000185670
	A0A0A0MSW5	ENSG00000170100
	H3BUU4	ENSG00000170100
Q96MU6		ENSG00000170100
	H3BSD4	ENSG00000170100
	M0R2S5	ENSG00000198816
Q9NW07		ENSG00000198816
	E5RHT8	ENSG00000172748
Q8TC21		ENSG00000172748
	A0A1W2PNU1	ENSG00000172748
	E5RIV8	ENSG00000172748
	V9GYV6	ENSG00000172748
	E5RJH7	ENSG00000172748
	E5RIL8	ENSG00000172748
	V9GYI9	ENSG00000172748
P40425	A0A024RCR3	ENSG00000204304
	A0A2R8Y3S5	ENSG00000196132
	Q6P6D5	ENSG00000196132
Q01538		ENSG00000196132
	F5GY04	ENSG00000169594
Q01954		ENSG00000169594
	Q86SF0	ENSG00000186951
Q07869	F1D8S4	ENSG00000186951
	B0QYX2	ENSG00000186951
	B0QYX1	ENSG00000186951
	D6R9L8	ENSG00000188981
	D6RD98	ENSG00000188981
Q6ZTZ1		ENSG00000188981
	D6RDG6	ENSG00000188981
Q7Z570		ENSG00000170396
Q9UBC0		ENSG00000169856
	U3KQR8	ENSG00000169856
	E9PJ50	ENSG00000180035
	A0A087WVT1	ENSG00000180035
Q96MX3		ENSG00000180035
Q7L3S4		ENSG00000179965
	I3L3L5	ENSG00000179965
	H3BRY2	ENSG00000179965
Q9H5H4	A0A024QZC8	ENSG00000169957
	H3BS42	ENSG00000169957
Q5SVQ8		ENSG00000177888
Q96H86	A0A024QZB2	ENSG00000169951
Q96H86		ENSG00000169951
	H3BR67	ENSG00000197162
A8K8V0		ENSG00000197162
A8K8V0	A0A024QZC7	ENSG00000197162
	I3L119	ENSG00000197162
Q8TBZ8		ENSG00000249709
	F8WD42	ENSG00000249709
	M0QZN8	ENSG00000249709
	C9JLM4	ENSG00000249709
Q9ULM2		ENSG00000188033
	F8WDW6	ENSG00000188033
	C9JID3	ENSG00000188033
	C9JU55	ENSG00000173875
	M0R2N1	ENSG00000173875
	M0QYQ0	ENSG00000173875
Q3KP31		ENSG00000173875
	M0R0E8	ENSG00000173875
P17275	Q5U079	ENSG00000171223
